claiminternalnumber,claimcolour,treatmentgroup,accept_automatic,insurancetype,privatefinanced
4339,Yellow,0,1,auto,1
4340,Green,3,1,auto,1
4341,Yellow,1,1,auto,1
4342,Red,4,1,life,1
4343,Yellow,4,1,travel,0
4344,Yellow,2,1,travel,1
4345,Yellow,3,1,travel,0
4346,Yellow,4,1,travel,1
4347,Green,4,1,auto,1
4348,Red,3,1,travel,1
4349,Green,2,1,property,1
4350,Yellow,4,1,auto,1
4351,Green,0,1,auto,1
4352,Red,3,1,property,1
4353,Green,0,1,auto,1
4354,Yellow,3,1,travel,1
4355,Yellow,4,1,travel,0
4356,Green,0,1,auto,1
4357,Yellow,0,1,travel,1
4358,Yellow,1,0,auto,1
4359,Yellow,4,1,auto,1
4360,Yellow,3,1,life,1
4361,Yellow,0,1,property,1
4362,Yellow,3,0,property,0
4363,Green,4,1,auto,1
4364,Yellow,4,1,auto,1
4365,Yellow,4,1,auto,1
4366,Green,4,1,life,1
4367,Yellow,4,1,property,1
4368,Yellow,3,1,property,1
4369,Yellow,4,1,property,1
4370,Green,0,1,property,1
4371,Yellow,1,1,travel,1
4372,Yellow,1,1,travel,1
4373,Green,3,0,property,1
4374,Yellow,0,0,travel,0
4375,Yellow,0,1,travel,1
4376,Yellow,3,1,travel,1
4377,Green,1,1,auto,1
4378,Yellow,2,1,life,1
4379,Yellow,1,1,travel,1
4380,Yellow,3,1,auto,0
4381,Yellow,2,1,property,1
4382,Yellow,4,1,life,1
4383,Red,4,1,property,0
4384,Yellow,3,1,auto,0
4385,Green,2,1,property,1
4386,Green,4,1,auto,1
4387,Yellow,0,0,property,1
4388,Yellow,4,1,auto,1
4389,Yellow,2,1,auto,1
4390,Yellow,0,1,auto,1
4391,Yellow,0,1,travel,0
4392,Yellow,4,1,travel,1
4393,Yellow,2,1,property,0
4394,Green,4,0,life,1
4395,Green,2,1,auto,1
4396,Green,2,0,property,1
4397,Yellow,3,1,life,1
4398,Yellow,4,1,auto,1
4399,Yellow,1,1,property,1
4400,Green,0,1,travel,1
4401,Red,1,0,property,1
4402,Green,0,1,auto,1
4403,Red,1,1,travel,1
4404,Yellow,1,1,auto,1
4405,Yellow,3,1,auto,1
4406,Green,3,1,travel,0
4407,Green,2,1,property,1
4408,Red,3,1,travel,1
4409,Yellow,2,1,property,0
4410,Yellow,4,1,life,1
4411,Yellow,1,0,travel,1
4412,Yellow,4,1,auto,1
4413,Green,0,1,auto,1
4414,Yellow,3,0,life,1
4415,Yellow,1,1,life,1
4416,Yellow,4,1,travel,0
4417,Yellow,2,1,auto,1
4418,Yellow,0,1,auto,1
4419,Yellow,2,1,travel,1
4420,Yellow,2,1,property,1
4421,Yellow,3,1,travel,1
4422,Yellow,0,1,travel,1
4423,Green,0,1,auto,1
4424,Green,0,1,auto,1
4425,Yellow,2,0,auto,1
4426,Yellow,0,1,auto,1
4427,Yellow,1,1,auto,1
4428,Yellow,2,1,auto,1
4429,Red,3,0,travel,1
4430,Green,2,1,auto,1
4431,Yellow,4,1,travel,1
4432,Yellow,4,1,auto,1
4433,Green,2,1,property,0
4434,Green,2,1,auto,1
4435,Yellow,0,0,auto,1
4436,Yellow,2,1,auto,1
4437,Green,1,0,auto,1
4438,Yellow,4,1,auto,1
4439,Green,2,1,auto,1
4440,Yellow,4,1,travel,1
4441,Yellow,0,1,property,1
4442,Yellow,4,1,life,1
4443,Yellow,2,1,property,1
4444,Yellow,2,1,travel,1
4445,Green,3,1,travel,1
4446,Green,3,1,auto,1
4447,Red,0,1,property,1
4448,Yellow,0,1,auto,1
4449,Yellow,1,1,life,1
4450,Yellow,2,1,property,1
4451,Yellow,3,1,travel,0
4452,Yellow,3,1,travel,1
4453,Yellow,2,1,auto,1
4454,Yellow,3,1,auto,1
4455,Yellow,2,0,property,1
4456,Yellow,3,1,travel,1
4457,Yellow,3,1,auto,1
4458,Red,3,1,travel,1
4459,Yellow,2,1,travel,1
4460,Yellow,0,1,life,1
4461,Yellow,3,0,property,1
4462,Green,0,1,travel,1
4463,Yellow,4,1,life,1
4464,Green,0,0,auto,1
4465,Yellow,3,1,property,0
4466,Yellow,0,1,auto,1
4467,Green,3,1,auto,1
4468,Yellow,3,1,property,1
4469,Yellow,2,1,auto,1
4470,Green,0,1,property,1
4471,Yellow,2,1,auto,1
4472,Yellow,2,1,auto,1
4473,Yellow,2,1,auto,1
4474,Yellow,4,1,auto,1
4475,Yellow,2,1,travel,0
4476,Yellow,2,0,travel,0
4477,Green,0,1,property,1
4478,Yellow,2,1,travel,1
4479,Green,3,1,life,1
4480,Green,3,1,property,1
4481,Green,3,1,property,1
4482,Yellow,3,1,travel,1
4483,Yellow,3,0,property,1
4484,Green,0,1,property,1
4485,Yellow,0,1,travel,1
4486,Green,4,1,property,1
4487,Green,1,1,auto,1
4488,Red,4,1,travel,1
4489,Green,4,1,auto,1
4490,Yellow,2,1,auto,1
4491,Yellow,2,0,travel,1
4492,Yellow,2,1,travel,1
4493,Yellow,3,1,travel,0
4494,Yellow,2,0,auto,1
4495,Yellow,2,1,auto,1
4496,Green,0,1,property,1
4497,Green,4,1,auto,1
4498,Red,2,1,auto,1
4499,Yellow,1,1,property,1
4500,Yellow,3,1,travel,0
4501,Yellow,2,1,travel,0
4502,Yellow,1,0,auto,1
4503,Yellow,3,1,travel,1
4504,Green,2,1,property,1
4505,Red,1,1,travel,1
4506,Yellow,3,1,life,1
4507,Red,2,1,auto,1
4508,Yellow,2,0,auto,1
4509,Yellow,1,1,travel,1
4510,Yellow,4,1,auto,1
4511,Red,0,1,travel,1
4512,Red,3,1,travel,1
4513,Yellow,4,1,travel,1
4514,Yellow,2,1,auto,1
4515,Yellow,2,1,travel,1
4516,Yellow,1,1,travel,0
4517,Yellow,3,1,life,1
4518,Yellow,4,1,auto,1
4519,Yellow,2,1,travel,0
4520,Yellow,3,1,auto,1
4521,Yellow,4,1,auto,1
4522,Yellow,0,0,auto,1
4523,Green,4,1,property,1
4524,Green,4,1,auto,1
4525,Yellow,3,1,auto,1
4526,Yellow,1,1,property,0
4527,Yellow,4,1,life,1
4528,Green,4,1,property,1
4529,Green,4,1,property,0
4530,Yellow,1,1,auto,1
4531,Yellow,2,0,property,0
4532,Yellow,4,1,auto,1
4533,Yellow,1,1,auto,1
4534,Green,3,1,auto,1
4535,Yellow,4,1,travel,0
4536,Green,2,0,auto,1
4537,Yellow,3,1,travel,0
4538,Green,3,1,auto,1
4539,Yellow,4,0,auto,1
4540,Yellow,4,1,auto,1
4541,Yellow,4,1,life,1
4542,Yellow,2,0,property,1
4543,Green,2,1,auto,1
4544,Yellow,3,0,travel,1
4545,Yellow,2,1,travel,0
4546,Green,2,1,auto,1
4547,Yellow,3,1,auto,1
4548,Yellow,1,1,life,1
4549,Red,1,1,travel,0
4550,Yellow,1,1,travel,1
4551,Green,4,1,auto,1
4552,Red,0,1,travel,1
4553,Yellow,3,1,auto,1
4554,Green,1,1,auto,1
4555,Yellow,1,1,life,1
4556,Yellow,3,1,property,0
4557,Yellow,0,0,property,0
4558,Red,4,1,travel,0
4559,Green,1,1,property,0
4560,Yellow,2,1,auto,1
4561,Yellow,2,1,auto,1
4562,Yellow,3,1,property,1
4563,Green,4,0,property,1
4564,Green,2,1,auto,1
4565,Yellow,3,1,property,1
4566,Yellow,3,1,auto,1
4567,Yellow,1,1,life,1
4568,Yellow,3,1,property,1
4569,Yellow,1,1,life,1
4570,Yellow,1,1,life,1
4571,Red,2,0,property,1
4572,Green,2,1,property,0
4573,Yellow,2,1,life,1
4574,Yellow,4,1,auto,1
4575,Yellow,2,1,life,1
4576,Yellow,4,1,property,1
4577,Yellow,1,0,property,1
4578,Green,1,1,travel,1
4579,Yellow,0,1,auto,1
4580,Yellow,2,0,travel,1
4581,Yellow,0,1,auto,1
4582,Yellow,1,1,travel,1
4583,Green,4,1,auto,1
4584,Yellow,3,1,auto,1
4585,Yellow,3,1,auto,1
4586,Green,4,1,property,1
4587,Yellow,2,1,auto,1
4588,Yellow,1,1,travel,0
4589,Green,1,1,property,1
4590,Yellow,0,1,travel,1
4591,Yellow,4,0,property,0
4592,Red,1,1,property,1
4593,Red,0,1,travel,0
4594,Yellow,4,1,travel,1
4595,Red,2,1,travel,1
4596,Yellow,1,1,auto,1
4597,Yellow,1,1,auto,1
4598,Yellow,2,1,travel,1
4599,Yellow,4,0,property,1
4600,Yellow,3,1,auto,1
4601,Red,3,1,life,1
4602,Green,2,1,auto,1
4603,Yellow,4,1,auto,1
4604,Yellow,2,1,travel,1
4605,Green,4,1,property,0
4606,Yellow,1,1,auto,1
4607,Yellow,3,1,auto,1
4608,Yellow,2,0,auto,1
4609,Yellow,3,1,auto,1
4610,Yellow,4,1,life,1
4611,Red,0,1,travel,1
4612,Yellow,3,0,auto,1
4613,Yellow,0,1,auto,1
4614,Yellow,3,1,auto,1
4615,Yellow,2,1,auto,1
4616,Yellow,1,1,auto,1
4617,Yellow,1,1,travel,0
4618,Yellow,1,1,auto,1
4619,Yellow,4,1,property,1
4620,Yellow,2,1,auto,1
4621,Yellow,0,1,life,1
4622,Green,3,1,property,0
4623,Yellow,2,1,auto,1
4624,Yellow,0,1,auto,1
4625,Yellow,2,1,auto,1
4626,Yellow,1,1,auto,1
4627,Yellow,0,1,auto,1
4628,Green,4,1,auto,1
4629,Red,0,1,property,1
4630,Yellow,2,1,travel,1
4631,Red,4,1,travel,1
4632,Green,3,1,property,1
4633,Red,3,1,travel,1
4634,Green,4,1,property,1
4635,Yellow,1,1,life,1
4636,Green,0,1,property,0
4637,Yellow,3,1,travel,0
4638,Yellow,1,1,auto,1
4639,Green,3,1,property,0
4640,Yellow,0,1,life,1
4641,Green,3,1,auto,1
4642,Yellow,4,1,travel,1
4643,Yellow,4,1,auto,1
4644,Yellow,0,1,travel,0
4645,Yellow,2,1,auto,1
4646,Yellow,2,1,travel,1
4647,Yellow,3,1,life,1
4648,Yellow,1,1,travel,1
4649,Yellow,2,1,property,1
4650,Yellow,1,1,travel,1
4651,Green,2,1,auto,1
4652,Green,2,1,property,1
4653,Yellow,2,1,travel,0
4654,Yellow,3,1,auto,1
4655,Red,3,1,travel,0
4656,Yellow,2,0,auto,1
4657,Yellow,3,1,auto,1
4658,Yellow,0,1,auto,1
4659,Red,0,1,auto,1
4660,Red,3,1,property,1
4661,Yellow,3,1,auto,1
4662,Yellow,2,1,property,1
4663,Yellow,3,1,life,1
4664,Yellow,1,1,property,1
4665,Yellow,2,1,property,1
4666,Green,2,1,property,0
4667,Yellow,3,1,life,1
4668,Red,1,0,property,1
4669,Yellow,3,1,travel,1
4670,Red,3,1,life,1
4671,Yellow,4,0,travel,1
4672,Yellow,4,1,travel,1
4673,Yellow,4,1,travel,1
4674,Green,2,1,travel,1
4675,Yellow,1,1,life,1
4676,Yellow,2,1,travel,1
4677,Green,2,1,property,1
4678,Green,1,1,auto,1
4679,Yellow,2,1,auto,1
4680,Yellow,2,1,auto,1
4681,Yellow,1,1,auto,1
4682,Yellow,2,1,travel,0
4683,Red,4,1,auto,1
4684,Green,2,1,auto,1
4685,Green,3,1,auto,1
4686,Red,2,1,property,1
4687,Yellow,4,1,travel,0
4688,Yellow,3,1,auto,1
4689,Yellow,1,1,auto,1
4690,Yellow,4,1,auto,1
4691,Yellow,1,1,travel,1
4692,Yellow,4,1,auto,1
4693,Yellow,4,1,property,1
4694,Red,2,1,travel,1
4695,Green,0,1,property,0
4696,Yellow,3,0,auto,1
4697,Yellow,1,1,property,1
4698,Green,4,1,auto,1
4699,Yellow,1,1,auto,1
4700,Green,2,1,property,0
4701,Yellow,2,1,auto,1
4702,Green,1,1,travel,1
4703,Green,0,1,auto,1
4704,Yellow,0,1,auto,1
4705,Green,0,1,auto,1
4706,Green,0,0,property,1
4707,Yellow,1,0,life,1
4708,Green,1,1,auto,1
4709,Yellow,4,1,property,1
4710,Yellow,2,1,auto,1
4711,Yellow,4,1,auto,1
4712,Yellow,0,1,auto,1
4713,Yellow,4,1,auto,1
4714,Yellow,2,1,auto,1
4715,Yellow,2,1,auto,1
4716,Yellow,4,1,auto,1
4717,Yellow,1,1,travel,1
4718,Green,0,0,property,1
4719,Yellow,0,1,auto,1
4720,Yellow,1,1,auto,1
4721,Yellow,1,1,life,1
4722,Yellow,4,1,auto,1
4723,Yellow,1,1,auto,1
4724,Yellow,2,1,life,1
4725,Green,1,0,property,1
4726,Yellow,4,1,property,1
4727,Green,3,1,life,1
4728,Yellow,2,1,auto,1
4729,Yellow,0,1,travel,1
4730,Yellow,3,1,auto,1
4731,Green,1,1,auto,1
4732,Red,0,1,travel,1
4733,Green,1,1,auto,1
4734,Yellow,4,1,property,1
4735,Green,2,1,auto,1
4736,Yellow,1,1,property,1
4737,Green,3,1,other,1
4738,Green,4,1,auto,1
4739,Green,0,1,auto,1
4740,Yellow,1,1,property,1
4741,Yellow,1,1,auto,1
4742,Green,1,0,property,1
4743,Yellow,3,1,auto,1
4744,Yellow,3,1,auto,1
4745,Green,3,0,other,1
4746,Green,3,0,auto,1
4747,Yellow,2,1,auto,1
4748,Yellow,0,1,property,1
4749,Green,3,1,auto,1
4750,Yellow,0,1,property,1
4751,Yellow,2,1,travel,0
4752,Yellow,3,1,property,1
4753,Yellow,4,0,property,1
4754,Yellow,3,1,auto,1
4755,Yellow,3,1,property,1
4756,Green,2,1,property,1
4757,Red,0,1,property,0
4758,Yellow,4,1,auto,1
4759,Yellow,2,1,auto,1
4760,Green,4,0,property,0
4761,Yellow,4,1,travel,0
4762,Yellow,3,0,auto,1
4763,Yellow,2,1,auto,1
4764,Red,0,1,property,1
4765,Yellow,3,1,travel,1
4766,Green,1,1,life,1
4767,Green,1,1,auto,1
4768,Yellow,1,1,travel,0
4769,Green,1,1,travel,0
4770,Yellow,2,1,auto,1
4771,Yellow,0,1,travel,1
4772,Yellow,0,1,travel,0
4773,Green,3,1,auto,1
4774,Green,3,1,auto,1
4775,Red,3,1,life,1
4776,Yellow,0,1,auto,1
4777,Yellow,3,0,auto,1
4778,Green,4,1,auto,1
4779,Yellow,0,1,travel,0
4780,Yellow,2,1,travel,1
4781,Yellow,0,0,property,1
4782,Yellow,4,1,auto,1
4783,Yellow,4,1,travel,0
4784,Yellow,1,1,travel,0
4785,Yellow,1,0,auto,1
4786,Yellow,1,1,travel,1
4787,Yellow,4,1,travel,0
4788,Yellow,2,1,property,0
4789,Yellow,1,1,auto,1
4790,Yellow,0,1,auto,1
4791,Yellow,1,1,auto,1
4792,Yellow,3,1,travel,0
4793,Yellow,4,1,travel,1
4794,Yellow,0,1,life,1
4795,Yellow,0,1,travel,1
4796,Yellow,1,0,life,1
4797,Yellow,1,1,life,1
4798,Red,0,1,travel,1
4799,Yellow,1,1,life,1
4800,Green,2,1,travel,1
4801,Yellow,0,1,property,0
4802,Green,2,1,property,1
4803,Green,1,1,property,0
4804,Yellow,4,1,travel,1
4805,Green,4,1,auto,1
4806,Yellow,2,1,travel,0
4807,Green,0,1,auto,1
4808,Yellow,2,0,property,1
4809,Green,2,1,travel,0
4810,Yellow,3,1,travel,1
4811,Green,0,1,travel,1
4812,Yellow,2,1,travel,0
4813,Yellow,3,1,travel,1
4814,Yellow,1,0,property,0
4815,Green,0,1,auto,1
4816,Yellow,0,1,travel,1
4817,Yellow,0,1,travel,0
4818,Yellow,0,1,travel,0
4819,Yellow,2,1,life,1
4820,Yellow,0,1,auto,1
4821,Yellow,0,1,auto,1
4822,Yellow,2,1,travel,1
4823,Yellow,0,1,travel,0
4824,Green,4,0,auto,1
4825,Yellow,2,0,travel,1
4826,Yellow,2,1,auto,1
4827,Yellow,4,1,travel,1
4828,Yellow,0,1,auto,1
4829,Yellow,3,0,auto,1
4830,Yellow,2,1,property,1
4831,Yellow,0,1,auto,1
4832,Green,0,0,property,1
4833,Green,4,1,travel,1
4834,Yellow,2,1,auto,0
4835,Yellow,2,1,auto,1
4836,Yellow,4,1,travel,1
4837,Yellow,2,1,property,1
4838,Yellow,3,1,travel,1
4839,Yellow,3,1,auto,1
4840,Red,1,1,travel,1
4841,Yellow,0,1,property,1
4842,Green,3,1,auto,1
4843,Yellow,1,1,property,0
4844,Green,0,1,auto,1
4845,Yellow,2,1,auto,1
4846,Yellow,3,1,travel,1
4847,Yellow,2,1,travel,0
4848,Yellow,0,1,life,1
4849,Green,3,1,property,0
4850,Yellow,2,1,travel,1
4851,Red,3,1,travel,1
4852,Yellow,2,1,auto,1
4853,Yellow,2,0,auto,1
4854,Yellow,4,1,travel,1
4855,Yellow,2,1,life,1
4856,Yellow,4,1,property,1
4857,Red,1,1,travel,1
4858,Yellow,2,1,travel,1
4859,Green,0,1,auto,1
4860,Green,1,1,life,1
4861,Red,0,1,travel,0
4862,Yellow,2,1,auto,1
4863,Green,1,1,auto,1
4864,Yellow,1,1,auto,1
4865,Red,2,1,life,1
4866,Yellow,2,0,auto,1
4867,Yellow,2,1,auto,1
4868,Yellow,3,1,travel,1
4869,Yellow,0,0,auto,1
4870,Red,0,1,travel,1
4871,Yellow,3,1,property,1
4872,Green,4,1,auto,1
4873,Green,1,1,travel,1
4874,Yellow,0,1,travel,1
4875,Yellow,1,1,life,1
4876,Red,3,1,travel,0
4877,Green,1,1,property,1
4878,Green,4,1,life,1
4879,Red,4,1,property,1
4880,Yellow,3,1,auto,1
4881,Green,4,1,auto,1
4882,Yellow,2,0,property,1
4883,Yellow,4,1,auto,1
4884,Yellow,0,1,life,1
4885,Yellow,1,1,life,1
4886,Red,3,1,travel,0
4887,Yellow,3,1,property,0
4888,Yellow,0,1,travel,1
4889,Red,2,1,travel,1
4890,Yellow,2,1,life,1
4891,Yellow,0,1,auto,1
4892,Green,3,1,auto,1
4893,Yellow,4,1,travel,1
4894,Yellow,0,1,auto,1
4895,Yellow,1,1,travel,1
4896,Red,3,1,travel,1
4897,Green,3,1,auto,1
4898,Green,3,0,auto,1
4899,Yellow,4,1,auto,1
4900,Yellow,0,1,auto,1
4901,Green,2,1,property,0
4902,Yellow,2,0,auto,1
4903,Yellow,1,1,property,1
4904,Yellow,2,1,travel,1
4905,Yellow,3,0,travel,1
4906,Yellow,3,1,life,1
4907,Yellow,1,1,auto,1
4908,Yellow,4,1,travel,0
4909,Yellow,0,1,travel,1
4910,Yellow,0,1,property,1
4911,Red,2,1,travel,1
4912,Yellow,1,1,property,1
4913,Yellow,4,0,life,1
4914,Yellow,3,1,property,1
4915,Red,0,1,life,1
4916,Yellow,0,1,travel,0
4917,Green,2,1,property,1
4918,Yellow,0,1,life,1
4919,Yellow,1,1,auto,1
4920,Yellow,1,1,auto,1
4921,Green,4,1,auto,1
4922,Green,0,0,property,1
4923,Yellow,0,0,travel,1
4924,Yellow,0,1,property,0
4925,Red,1,1,property,1
4926,Yellow,2,1,travel,1
4927,Yellow,3,1,auto,1
4928,Yellow,4,1,auto,1
4929,Yellow,1,0,auto,1
4930,Green,4,1,auto,1
4931,Green,3,1,auto,1
4932,Yellow,1,0,property,1
4933,Yellow,3,1,travel,1
4934,Yellow,4,1,auto,1
4935,Yellow,1,1,travel,0
4936,Green,4,1,auto,1
4937,Green,2,0,auto,1
4938,Yellow,3,1,travel,1
4939,Green,4,1,auto,1
4940,Yellow,4,0,travel,1
4941,Yellow,3,1,travel,1
4942,Green,1,1,life,1
4943,Yellow,0,1,travel,1
4944,Green,4,1,life,1
4945,Yellow,2,1,travel,1
4946,Green,0,1,auto,1
4947,Yellow,2,1,auto,1
4948,Green,0,1,auto,1
4949,Yellow,1,1,auto,1
4950,Green,4,1,property,0
4951,Green,2,1,auto,1
4952,Yellow,3,1,travel,1
4953,Green,4,1,life,1
4954,Yellow,1,1,travel,1
4955,Yellow,2,1,property,1
4956,Green,2,0,auto,1
4957,Green,3,1,property,0
4958,Yellow,0,1,property,1
4959,Red,1,1,property,1
4960,Green,2,1,property,1
4961,Yellow,2,1,property,1
4962,Yellow,4,1,auto,1
4963,Green,3,1,auto,1
4964,Yellow,1,0,property,0
4965,Yellow,4,1,auto,1
4966,Yellow,0,1,travel,0
4967,Yellow,4,1,auto,1
4968,Yellow,3,0,auto,1
4969,Yellow,4,1,property,1
4970,Yellow,2,1,travel,0
4971,Green,2,1,auto,1
4972,Yellow,1,1,travel,0
4973,Yellow,3,0,auto,1
4974,Yellow,3,1,auto,1
4975,Red,1,1,travel,1
4976,Green,4,0,auto,1
4977,Green,4,1,life,1
4978,Yellow,3,1,auto,1
4979,Yellow,2,1,travel,0
4980,Yellow,1,1,auto,1
4981,Yellow,2,1,property,0
4982,Yellow,3,1,travel,1
4983,Green,4,1,travel,1
4984,Yellow,2,0,auto,1
4985,Yellow,2,0,travel,1
4986,Red,1,1,property,0
4987,Yellow,1,1,life,1
4988,Yellow,0,1,travel,0
4989,Yellow,3,1,property,1
4990,Yellow,1,1,property,1
4991,Green,2,0,property,0
4992,Yellow,0,1,travel,0
4993,Green,4,1,auto,1
4994,Yellow,0,1,travel,0
4995,Yellow,3,1,property,1
4996,Red,3,1,property,1
4997,Green,0,1,property,1
4998,Yellow,4,0,travel,1
4999,Green,2,1,auto,1
5000,Green,3,1,auto,1
5001,Yellow,0,1,property,1
5002,Green,3,1,auto,1
5003,Yellow,3,1,travel,1
5004,Yellow,2,1,auto,1
5005,Green,2,1,property,1
5006,Yellow,4,1,property,0
5007,Yellow,0,1,auto,1
5008,Yellow,1,0,property,1
5009,Yellow,4,0,property,1
5010,Yellow,2,1,travel,0
5011,Yellow,2,1,auto,1
5012,Yellow,2,1,property,1
5013,Yellow,4,1,property,1
5014,Red,2,1,travel,1
5015,Yellow,3,1,life,1
5016,Green,4,1,property,1
5017,Green,2,1,property,1
5018,Yellow,2,1,auto,1
5019,Yellow,1,1,property,0
5020,Red,2,0,property,1
5021,Green,1,1,travel,0
5022,Yellow,3,1,auto,1
5023,Yellow,2,1,travel,1
5024,Green,1,1,auto,1
5025,Red,1,1,travel,1
5026,Green,2,1,auto,1
5027,Yellow,1,1,travel,0
5028,Yellow,1,1,auto,1
5029,Green,2,1,auto,1
5030,Red,2,1,travel,1
5031,Yellow,1,1,travel,1
5032,Yellow,3,1,auto,1
5033,Red,2,1,travel,0
5034,Yellow,3,1,auto,1
5035,Green,0,1,property,1
5036,Green,2,1,property,1
5037,Yellow,4,1,property,0
5038,Yellow,0,1,travel,1
5039,Green,4,1,travel,1
5040,Green,0,1,auto,1
5041,Yellow,1,1,auto,1
5042,Green,3,1,life,1
5043,Red,0,1,travel,1
5044,Yellow,0,1,travel,0
5045,Yellow,2,1,property,0
5046,Yellow,2,1,property,0
5047,Yellow,0,1,travel,0
5048,Red,1,1,travel,0
5049,Green,0,1,auto,1
5050,Green,0,1,property,1
5051,Red,0,0,property,1
5052,Red,4,1,property,1
5053,Yellow,2,1,auto,1
5054,Yellow,2,0,other,0
5055,Yellow,1,1,travel,1
5056,Green,4,1,property,1
5057,Green,3,1,property,0
5058,Yellow,0,1,property,1
5059,Red,4,1,auto,1
5060,Yellow,3,1,auto,1
5061,Green,0,1,travel,1
5062,Yellow,2,0,auto,1
5063,Green,1,1,travel,1
5064,Yellow,1,1,travel,1
5065,Green,2,1,auto,1
5066,Yellow,1,1,travel,0
5067,Yellow,2,0,property,1
5068,Green,2,1,life,1
5069,Green,2,0,auto,1
5070,Green,4,1,auto,1
5071,Yellow,2,1,auto,1
5072,Yellow,0,1,auto,1
5073,Yellow,0,1,auto,1
5074,Green,0,1,auto,1
5075,Yellow,2,1,auto,1
5076,Yellow,2,1,auto,1
5077,Yellow,0,1,auto,1
5078,Yellow,2,0,travel,1
5079,Yellow,0,1,travel,1
5080,Yellow,1,1,property,1
5081,Yellow,4,1,life,1
5082,Yellow,0,1,auto,1
5083,Red,3,1,travel,1
5084,Yellow,3,1,life,1
5085,Yellow,1,1,travel,1
5086,Green,2,1,travel,1
5087,Red,1,1,property,1
5088,Yellow,3,1,travel,0
5089,Yellow,1,1,auto,1
5090,Yellow,2,0,travel,1
5091,Yellow,3,1,auto,1
5092,Yellow,1,0,property,1
5093,Green,2,0,travel,1
5094,Yellow,4,1,auto,1
5095,Yellow,2,1,property,1
5096,Green,1,0,property,0
5097,Yellow,2,1,life,1
5098,Green,0,1,property,0
5099,Green,2,1,auto,1
5100,Green,4,1,property,1
5101,Yellow,2,0,auto,1
5102,Yellow,0,1,life,1
5103,Green,3,1,auto,1
5104,Yellow,1,1,auto,1
5105,Green,4,1,property,1
5106,Yellow,3,1,property,1
5107,Yellow,3,0,auto,1
5108,Red,0,1,travel,1
5109,Green,2,1,property,1
5110,Green,1,1,auto,1
5111,Yellow,4,0,property,1
5112,Green,0,1,property,0
5113,Green,1,1,auto,1
5114,Yellow,3,1,travel,0
5115,Red,0,0,property,1
5116,Green,3,1,auto,1
5117,Green,2,1,travel,1
5118,Yellow,2,1,travel,0
5119,Yellow,1,1,travel,1
5120,Yellow,2,1,auto,1
5121,Yellow,4,1,property,1
5122,Yellow,0,1,travel,1
5123,Green,4,1,property,0
5124,Green,2,1,auto,1
5125,Yellow,1,1,travel,0
5126,Yellow,3,1,auto,1
5127,Green,2,1,auto,1
5128,Green,2,1,auto,1
5129,Yellow,0,1,property,1
5130,Green,2,1,auto,1
5131,Yellow,3,1,auto,1
5132,Yellow,4,1,property,0
5133,Yellow,0,1,travel,0
5134,Green,2,1,auto,1
5135,Red,0,1,travel,1
5136,Yellow,3,1,travel,0
5137,Yellow,3,1,travel,0
5138,Yellow,1,1,travel,1
5139,Yellow,0,1,travel,1
5140,Green,3,1,travel,1
5141,Yellow,0,1,travel,1
5142,Green,3,1,life,1
5143,Yellow,2,1,auto,1
5144,Yellow,3,1,life,1
5145,Red,1,1,travel,0
5146,Green,4,1,auto,1
5147,Yellow,0,0,auto,1
5148,Yellow,4,1,auto,1
5149,Green,2,1,auto,1
5150,Yellow,1,1,auto,1
5151,Yellow,3,1,auto,1
5152,Green,2,1,auto,1
5153,Yellow,4,1,auto,1
5154,Green,1,1,property,0
5155,Red,1,1,travel,1
5156,Yellow,4,1,property,1
5157,Yellow,0,1,auto,1
5158,Yellow,3,1,property,0
5159,Yellow,0,1,auto,1
5160,Green,1,1,auto,1
5161,Red,1,1,travel,1
5162,Yellow,1,1,life,1
5163,Yellow,1,1,life,1
5164,Yellow,0,1,travel,0
5165,Green,0,0,property,0
5166,Yellow,0,0,travel,0
5167,Yellow,2,1,property,1
5168,Red,3,1,auto,1
5169,Red,4,1,travel,0
5170,Green,4,0,property,1
5171,Yellow,0,0,auto,1
5172,Green,2,1,property,1
5173,Yellow,0,0,life,1
5174,Yellow,2,1,life,1
5175,Green,1,1,auto,1
5176,Green,4,1,travel,1
5177,Green,2,1,auto,1
5178,Yellow,1,1,life,1
5179,Yellow,2,1,travel,0
5180,Yellow,4,1,auto,1
5181,Green,4,1,property,0
5182,Red,2,1,travel,1
5183,Yellow,2,1,life,1
5184,Green,3,1,property,0
5185,Green,0,1,auto,1
5186,Green,1,1,life,1
5187,Yellow,3,1,travel,1
5188,Yellow,0,1,auto,1
5189,Green,2,1,life,1
5190,Yellow,3,1,property,0
5191,Yellow,4,1,auto,1
5192,Yellow,4,1,auto,1
5193,Yellow,0,0,auto,1
5194,Yellow,2,0,life,1
5195,Green,3,1,auto,1
5196,Yellow,3,0,property,1
5197,Yellow,3,1,travel,1
5198,Yellow,4,1,property,1
5199,Yellow,4,1,life,1
5200,Green,4,1,auto,1
5201,Yellow,0,1,property,1
5202,Yellow,3,1,travel,1
5203,Red,4,1,property,1
5204,Green,4,1,auto,1
5205,Green,1,1,property,0
5206,Yellow,2,1,auto,1
5207,Yellow,3,1,property,1
5208,Green,3,1,travel,1
5209,Green,1,1,property,1
5210,Red,3,0,travel,0
5211,Green,0,1,auto,1
5212,Green,3,1,auto,1
5213,Green,1,1,auto,1
